	x	y	z	data	sample	cluster_number	consensus_lca	consensus_weighted	consensus_kmode	cross_method_entropy	BANKSY_config_default_label	STAGATE_config_default_label	SCAN-IT_config_default_label	scanpy_config_default_label	bass_config_default_label	CellCharter_config_default_label
spinalcord_4891	3163.1652173913	8961.75652173913	16.1739130434783	STARmap_plus	spinalcord	7	4	4	4	1.14655930074341	1	2	4	0	7	3
spinalcord_4892	3518.22972972973	8610.17567567567	16.4594594594595	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4893	3018.7299270073	9062.26277372263	18.3284671532847	STARmap_plus	spinalcord	7	4	4	4	1.14655930074341	1	2	4	0	7	3
spinalcord_4894	3412.67281105991	9043.5069124424	10.5299539170507	STARmap_plus	spinalcord	7	4	4	4	1.14655930074341	1	2	4	3	7	3
spinalcord_4895	3038.00940438871	8430.69278996865	13.9592476489028	STARmap_plus	spinalcord	7	4	4	3	1.36175610545786	5	4	4	5	5	3
spinalcord_4896	3520.1111111111104	8647.52525252525	16.9191919191919	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4897	2831.15517241379	9069.6091954023	14.4770114942529	STARmap_plus	spinalcord	7	4	4	1	1.40026428215563	5	4	4	0	5	3
spinalcord_4898	3637.0273972602704	8660.561643835621	15.013698630137	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4899	4058.4807692307695	9434.63461538462	12.0576923076923	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4900	2899.10526315789	8415.59398496241	17.8947368421053	STARmap_plus	spinalcord	7	4	4	4	1.40026428215563	5	4	4	0	5	3
spinalcord_4901	3339.67741935484	8336.43225806452	18.9612903225806	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4902	3677.10402684564	9085.29865771812	13.704697986577198	STARmap_plus	spinalcord	7	6	0	4	1.05500827668773	1	6	2	0	6	3
spinalcord_4903	2782.6767895878497	8910.74620390455	13.9457700650759	STARmap_plus	spinalcord	7	4	4	4	1.36175610545786	5	4	4	5	5	3
spinalcord_4904	4994.49042145594	9230.94636015326	10.6781609195402	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	4	1	6	2
spinalcord_4905	4888.50346420323	8223.572748267901	13.2240184757506	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4906	4872.82222222222	8978.23703703704	8.99259259259259	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4907	4665.30909090909	9209.65454545454	14.0636363636364	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4908	5213.84950773558	9042.30661040788	12.4528832630098	STARmap_plus	spinalcord	7	4	0	4	1.3857296114955	1	2	4	0	5	2
spinalcord_4909	4786.58273381295	8907.02877697842	15.5827338129496	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4910	5403.09192200557	9023.17270194986	10.7103064066852	STARmap_plus	spinalcord	7	5	1	7	1.31512667819463	2	2	4	1	2	2
spinalcord_4911	4317.94904458599	8667.757961783442	19.582802547770697	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4912	4471.65	8825.655	15.445	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4913	5261.9211618257295	8302.977178423242	13.1618257261411	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4914	5099.963265306121	8302.91428571429	10.3918367346939	STARmap_plus	spinalcord	7	6	0	4	1.50766756168351	1	2	2	3	6	2
spinalcord_4915	4714.389105058371	8625.07003891051	13.295719844358	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4916	5218.09137055838	8583.21827411168	13.672588832487302	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4917	4795.14449917898	8570.33004926108	15.7619047619048	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4918	4377.333333333329	9291.27586206897	16.264367816092	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4919	5458.819607843139	8892.09803921569	13.4352941176471	STARmap_plus	spinalcord	7	6	0	4	1.52220223234363	1	2	4	0	6	2
spinalcord_4920	4569.36477987421	8273.39622641509	17.4025157232704	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4921	4528.010600706711	8782.59010600707	15.5194346289753	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4922	5334.70436507936	8732.81746031746	12.1607142857143	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4923	5392.996389891699	8343.24548736462	16.3068592057762	STARmap_plus	spinalcord	7	6	0	4	1.33910018423228	1	6	1	0	6	2
spinalcord_4924	4139.842519685039	8561.29133858268	16.2283464566929	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4925	4355.44581280788	8358.61330049261	12.0665024630542	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4926	5352.661073825499	8884.8389261745	13.1241610738255	STARmap_plus	spinalcord	7	6	0	4	1.50766756168351	1	2	2	3	6	2
spinalcord_4927	4974.64855072464	9478.13405797101	14.2898550724638	STARmap_plus	spinalcord	7	5	5	6	1.39214303159018	6	2	4	1	2	1
spinalcord_4928	4913.57368421053	8618.036842105259	15.1578947368421	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4929	4917.23097826087	8352.55298913043	16.116847826087	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4930	4549.47867298578	9295.710900473929	16.0379146919431	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4931	5119.83783783784	8160.01801801802	17.684684684684697	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4932	4487.547680412371	9017.103092783507	15.9497422680412	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4933	4685.14259259259	8747.3462962963	15.1777777777778	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4934	5127.92058823529	8646.31764705882	15.8676470588235	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4935	4621.90862944162	8410.10152284264	20.3908629441624	STARmap_plus	spinalcord	7	6	0	4	1.23301448951648	1	6	2	4	6	2
spinalcord_4936	4148.0551724137895	8643.31034482759	15.3793103448276	STARmap_plus	spinalcord	7	6	0	4	1.40667770225031	1	2	2	1	6	2
spinalcord_4937	4338.39333333333	8854.03666666667	14.986666666666698	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4938	4803.747759282971	9229.34314980794	16.727272727272698	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4939	4198.86666666667	8293.59365079365	15.4253968253968	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4940	5354.60544217687	9378.10204081633	12.863945578231302	STARmap_plus	spinalcord	7	2	1	6	1.07898178272538	2	1	0	4	2	1
spinalcord_4941	4264.48	8406.24	16.16	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4942	5207.271276595739	8788.04255319149	18.9255319148936	STARmap_plus	spinalcord	7	6	0	4	1.27661850149686	1	4	2	0	6	2
spinalcord_4943	4312.93835616438	8168.554794520551	17.9794520547945	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4944	4155.804416403789	8913.8832807571	15.7381703470032	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4945	4485.0	9354.36280487805	15.9390243902439	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4946	4377.491879350349	9408.57540603248	18.3990719257541	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4947	5039.63855421687	8446.24497991968	18.1967871485944	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4948	4787.59010600707	8357.59363957597	12.095406360424	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4949	4335.701030927829	9147.5618556701	19.1262886597938	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4950	5021.9453125	8828.7109375	12.6171875	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4951	4485.91317365269	8489.45508982036	13.2664670658683	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4952	4891.856756756761	8735.145045045041	13.761261261261302	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4953	4770.9918699187	8212.644986449859	13.3279132791328	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4954	4214.46979865772	9054.03355704698	20.7248322147651	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4955	4458.65680473373	8245.01775147929	15.0177514792899	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4956	5183.73885350319	8400.33121019108	7.14012738853503	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4957	4122.01117318436	9123.71508379888	13.3631284916201	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4958	4748.57620817844	9375.23977695167	16.784386617100402	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4959	4205.15807560137	9358.33333333333	17.1408934707904	STARmap_plus	spinalcord	7	6	0	4	1.23301448951648	1	6	2	1	1	2
spinalcord_4960	5190.09	8219.95	12.98	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4961	4630.171830985921	8956.72394366197	16.1549295774648	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4962	5072.8137254902	9380.19607843137	13.5098039215686	STARmap_plus	spinalcord	7	5	5	6	1.39214303159018	6	2	4	4	6	1
spinalcord_4963	4731.90373280943	9044.9253438114	14.5206286836935	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4964	5448.21359223301	9249.80582524272	14.2135922330097	STARmap_plus	spinalcord	7	2	1	6	1.05500827668773	2	1	0	1	2	1
spinalcord_4965	5009.60927152318	9312.152317880793	15.6556291390728	STARmap_plus	spinalcord	7	5	5	4	1.33910018423228	6	2	4	0	6	1
spinalcord_4966	5295.13786764706	8551.59375	11.59375	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4967	4693.72444444444	8816.062222222221	16.835555555555597	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4968	4778.21610169491	9139.52966101695	16.1313559322034	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4969	4171.01581027668	8814.395256917	18.7905138339921	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4970	4996.79228486647	8399.48071216617	17.2640949554896	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4971	4259.571428571429	8923.028571428571	22.0285714285714	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4972	4308.2270531401	9334.164251207729	18.7777777777778	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4973	4297.94350282486	9425.282485875709	15.774011299435	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4974	5192.1142857142895	8933.494736842109	17.330827067669198	STARmap_plus	spinalcord	7	6	0	4	1.27661850149686	1	4	2	0	6	2
spinalcord_4975	4837.04983388704	9326.92358803987	13.9036544850498	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4976	4631.05577689243	9282.97211155378	15.135458167330698	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4977	5276.85057471264	8152.09770114943	16.3620689655172	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4978	5120.4900284900295	8709.96296296296	16.390313390313402	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4979	5325.64668769716	8432.06309148265	17.3280757097792	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4980	5063.144329896911	9240.484536082471	13.2783505154639	STARmap_plus	spinalcord	7	5	5	4	1.33910018423228	6	2	4	0	6	1
spinalcord_4981	5019.175777063239	8917.54126473741	16.4994640943194	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4982	4640.40935672515	9052.426900584793	15.6491228070175	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4983	4643.649484536079	8169.051546391751	21.7422680412371	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4984	4182.39766081871	8509.59649122807	17.8713450292398	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4985	4389.82591876209	9011.51257253385	19.0541586073501	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4986	4509.37158469945	8710.22950819672	14.9180327868852	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4987	4918.78342749529	9229.3615819209	12.943502824858802	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4988	4127.755208333329	9373.27083333333	17.3385416666667	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4989	4392.87037037037	8717.41666666667	17.0555555555556	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4990	5046.310502283111	8153.493150684929	17.5205479452055	STARmap_plus	spinalcord	7	6	0	4	1.52220223234363	1	2	2	4	6	2
spinalcord_4991	4238.550847457629	8611.71186440678	13.432203389830502	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4992	4369.559322033901	8256.27118644068	11.1271186440678	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4993	4201.9790356394105	9001.3605870021	16.2788259958071	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_4994	5009.97709923664	9177.03053435114	12.1526717557252	STARmap_plus	spinalcord	7	6	0	4	1.40667770225031	1	2	2	1	6	2
spinalcord_4995	4902.05194805195	9366.72077922078	9.41233766233766	STARmap_plus	spinalcord	7	6	0	4	1.50766756168351	6	2	2	0	6	2
spinalcord_4996	4261.304812834221	8269.5614973262	15.5989304812834	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4997	4246.81875	8348.18125	18.24375	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_4998	4408.16831683168	8905.4504950495	17.049504950495	STARmap_plus	spinalcord	7	6	0	4	1.23301448951648	1	6	2	3	6	2
spinalcord_4999	4612.220779220779	8820.90909090909	16.1038961038961	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_5000	4960.41772151899	9447.73417721519	15.9367088607595	STARmap_plus	spinalcord	7	5	5	6	1.31512667819463	6	2	4	1	6	1
spinalcord_5001	4347.740458015271	8296.595419847328	13.351145038167902	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_5002	4265.161904761911	8562.31904761905	15.1333333333333	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_5003	4423.0377358490605	9436.67924528302	18.5660377358491	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_5004	5173.0	8541.96917808219	11.0684931506849	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_5005	4694.75	8430.90909090909	17.363636363636402	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_5006	4724.414364640879	8400.558011049721	16.9558011049724	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_5007	4576.533333333329	8217.66666666667	19.12	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_5008	4654.40053763441	8503.55107526882	20.0188172043011	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_5009	4348.48397435897	9227.30128205128	21.8685897435897	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_5010	4804.17948717949	8995.41025641026	12.4871794871795	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_5011	4524.12222222222	8182.03333333333	19.8777777777778	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_5012	4951.46735395189	9408.3058419244	16.5429553264605	STARmap_plus	spinalcord	7	6	0	4	1.37760836093005	6	2	4	0	6	2
spinalcord_5013	4976.6724137931	8583.97126436782	13.9540229885057	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_5014	4323.39527027027	8742.243243243242	17.4358108108108	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_5015	5390.9203539823	8466.734513274341	13.274336283185802	STARmap_plus	spinalcord	7	6	0	4	1.33910018423228	1	6	1	0	6	2
spinalcord_5016	4447.28260869565	9314.36521739131	19.0565217391304	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_5017	5371.09633027523	9088.28440366972	15.252293577981698	STARmap_plus	spinalcord	7	5	1	6	1.44518587894808	2	2	4	1	2	1
spinalcord_5018	4199.97777777778	8387.33333333333	16.5666666666667	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_5019	5399.09917355372	8419.479338842979	12.3305785123967	STARmap_plus	spinalcord	7	6	0	4	1.33910018423228	1	6	1	0	6	2
spinalcord_5020	5326.6608478803	9006.37157107232	10.7930174563591	STARmap_plus	spinalcord	7	6	0	4	1.35363485489241	1	2	4	0	3	2
spinalcord_5021	4810.12056737589	8478.13475177305	13.4113475177305	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_5022	5383.22619047619	8777.29761904762	15.1111111111111	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_5023	5251.5	8765.544303797471	14.3860759493671	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_5024	4287.06297229219	8841.23425692695	18.0352644836272	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_5025	4186.87	8631.77	17.95	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_5026	5380.610619469029	8978.327433628321	10.6637168141593	STARmap_plus	spinalcord	7	6	0	4	1.35363485489241	1	2	4	0	3	2
spinalcord_5027	5158.96265560166	8801.64730290456	18.4813278008299	STARmap_plus	spinalcord	7	6	0	4	1.27661850149686	1	4	2	0	6	2
spinalcord_5028	5437.373333333329	8304.16666666667	13.0266666666667	STARmap_plus	spinalcord	7	6	0	4	1.33910018423228	1	6	1	0	6	2
spinalcord_5029	4250.6282051282105	8727.44871794872	19.7051282051282	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_5030	4257.75187969925	9165.887218045107	20.4962406015038	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_5031	5977.604651162789	9402.68604651163	19.6395348837209	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_5032	6307.49110320285	9287.754448398578	13.6227758007117	STARmap_plus	spinalcord	7	5	1	6	1.43065120828796	6	2	0	1	1	1
spinalcord_5033	6791.850961538461	8671.31971153846	12.7596153846154	STARmap_plus	spinalcord	7	1	3	1	1.07125077781863	3	3	3	2	4	0
spinalcord_5034	5985.618556701031	8981.0	17.2680412371134	STARmap_plus	spinalcord	7	5	1	6	1.17053280678105	6	1	0	1	2	1
spinalcord_5035	6744.7427184466005	9035.55339805825	15.3543689320388	STARmap_plus	spinalcord	7	3	2	2	1.40667770225031	4	5	5	2	3	5
spinalcord_5036	6430.25	8472.414156626508	17.4382530120482	STARmap_plus	spinalcord	7	1	0	1	1.43065120828796	3	2	1	0	6	0
spinalcord_5037	6550.67441860465	9337.91472868217	10.968992248062	STARmap_plus	spinalcord	7	3	6	5	1.33910018423228	4	1	4	1	1	5
spinalcord_5038	5689.75663716814	8325.661504424781	18.8318584070796	STARmap_plus	spinalcord	7	1	0	1	1.4015818669677	3	3	1	0	6	2
spinalcord_5039	5947.41987179487	9276.592948717953	20.900641025641	STARmap_plus	spinalcord	7	2	1	5	1.22357565413896	2	1	0	1	1	1
spinalcord_5040	6655.4932735426	8770.78475336323	15.1300448430493	STARmap_plus	spinalcord	7	1	3	1	0.930583007593598	6	3	5	2	4	0
spinalcord_5041	5496.88219544846	8632.6546184739	16.5327978580991	STARmap_plus	spinalcord	7	6	0	4	1.39214303159018	1	2	2	0	1	2
spinalcord_5042	6667.4071729957805	8626.20886075949	14.1497890295359	STARmap_plus	spinalcord	7	1	3	1	1.06921244370559	6	3	1	0	4	0
spinalcord_5043	6146.9754601227005	9077.8773006135	13.239263803680998	STARmap_plus	spinalcord	7	5	1	6	1.11748995942315	6	1	0	4	2	1
spinalcord_5044	6203.537246049661	8329.6230248307	20.8690744920993	STARmap_plus	spinalcord	7	6	0	4	1.33910018423228	1	6	1	0	6	2
spinalcord_5045	5725.92	9147.45	16.82	STARmap_plus	spinalcord	7	2	1	6	1.05500827668773	2	1	0	1	2	1
spinalcord_5046	6224.6	8476.2875	15.0125	STARmap_plus	spinalcord	7	5	5	1	1.20904098347883	6	2	4	0	2	0
spinalcord_5047	6508.16577540107	8779.52228163993	18.0320855614973	STARmap_plus	spinalcord	7	5	1	6	1.30059200753451	6	1	4	1	2	1
spinalcord_5048	6444.1421319797	8547.47208121827	16.4060913705584	STARmap_plus	spinalcord	7	5	5	1	1.35363485489241	6	2	1	1	2	0
spinalcord_5049	5526.48214285714	9424.69642857143	16.946428571428598	STARmap_plus	spinalcord	7	2	1	6	1.05500827668773	2	1	0	1	2	1
spinalcord_5050	6684.83173076923	8462.55528846154	17.21875	STARmap_plus	spinalcord	7	1	3	1	1.04697613770591	3	3	1	2	4	0
spinalcord_5051	5507.34954407295	9172.29787234042	17.2644376899696	STARmap_plus	spinalcord	7	2	1	6	1.05500827668773	2	1	0	1	2	1
spinalcord_5052	6630.7072368421	9424.94736842105	15.911184210526304	STARmap_plus	spinalcord	7	2	1	5	1.06954294734786	4	1	0	1	1	5
spinalcord_5053	5941.492957746479	8663.672032193159	12.4969818913481	STARmap_plus	spinalcord	7	5	0	4	1.48369405564586	6	6	4	0	6	1
spinalcord_5054	6622.65523465704	8214.35559566787	14.1606498194946	STARmap_plus	spinalcord	7	1	0	1	1.43065120828796	3	2	1	0	6	0
spinalcord_5055	6021.771241830071	8227.98039215686	18.640522875817	STARmap_plus	spinalcord	7	6	0	4	1.33910018423228	1	6	1	0	6	2
spinalcord_5056	5983.32766615147	8778.54095826893	14.9984544049459	STARmap_plus	spinalcord	7	5	5	6	1.35363485489241	6	2	4	4	2	1
spinalcord_5057	5691.73051948052	9334.168831168829	19.6818181818182	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_5058	6093.883720930229	8793.16279069767	18.436046511627897	STARmap_plus	spinalcord	7	5	5	6	1.39214303159018	6	2	4	1	2	1
spinalcord_5059	6474.47354497355	8360.25396825397	16.7261904761905	STARmap_plus	spinalcord	7	6	0	4	1.33910018423228	3	6	1	0	6	2
spinalcord_5060	6692.04347826087	8880.02341137124	12.0702341137124	STARmap_plus	spinalcord	7	3	2	2	1.26208383083673	4	5	3	2	3	5
spinalcord_5061	6462.438596491229	8678.438596491229	18.719298245614	STARmap_plus	spinalcord	7	5	1	6	1.30059200753451	6	1	4	1	2	1
spinalcord_5062	6607.99682539683	8459.269841269841	19.6206349206349	STARmap_plus	spinalcord	7	1	3	1	1.04697613770591	3	3	1	2	4	0
spinalcord_5063	6458.737226277371	8178.220802919709	18.6204379562044	STARmap_plus	spinalcord	7	6	0	4	1.33910018423228	3	6	1	0	6	2
spinalcord_5064	6588.00871080139	9134.66027874564	13.825783972125402	STARmap_plus	spinalcord	7	3	6	2	1.38704719630758	4	2	5	0	7	5
spinalcord_5065	5544.81818181818	9049.90559440559	18.2832167832168	STARmap_plus	spinalcord	7	2	1	6	1.05500827668773	2	1	0	1	2	1
spinalcord_5066	6722.11522633745	8774.04938271605	14.467078189300402	STARmap_plus	spinalcord	7	1	3	1	1.35447408534419	3	3	3	3	4	5
spinalcord_5067	6568.63846153846	8893.619230769229	15.4307692307692	STARmap_plus	spinalcord	7	3	2	2	1.32933084521249	4	5	5	0	4	5
spinalcord_5068	6150.715789473679	9232.489473684209	14.6368421052632	STARmap_plus	spinalcord	7	5	1	6	1.33910018423228	6	1	0	1	1	1
spinalcord_5069	6597.036866359449	8700.341013824891	15.350230414746498	STARmap_plus	spinalcord	7	1	3	1	1.36307369026993	6	3	1	1	7	0
spinalcord_5070	6804.53546099291	8434.7695035461	15.1613475177305	STARmap_plus	spinalcord	7	1	3	1	1.04697613770591	3	3	1	2	4	0
spinalcord_5071	5631.45454545455	9472.03896103896	11.7012987012987	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_5072	6366.85923753666	8844.37829912024	14.7859237536657	STARmap_plus	spinalcord	7	5	6	6	1.36816952555253	6	1	4	4	2	5
spinalcord_5073	6669.345588235289	8521.742647058822	15.779411764705902	STARmap_plus	spinalcord	7	1	3	1	1.06921244370559	6	3	1	0	4	0
spinalcord_5074	6359.67741935484	9412.0	13.0	STARmap_plus	spinalcord	7	2	1	5	1.22357565413896	2	1	0	1	1	1
spinalcord_5075	6693.9714964370605	8952.70783847981	13.6199524940618	STARmap_plus	spinalcord	7	3	2	2	1.26208383083673	4	5	3	2	3	5
spinalcord_5076	6220.845605700711	8784.498812351541	14.890736342042802	STARmap_plus	spinalcord	7	5	1	6	1.17053280678105	6	1	0	1	2	1
