	x	y	z	data	sample	cluster_number	consensus_lca	consensus_weighted	consensus_kmode	cross_method_entropy	SEDR_config_default_label	BANKSY_config_default_label	SpaceFlow_config_default_label	precast_config_default_label	CellCharter_config_default_label	seurat_config_default_label
1019171907101630143-1	4307.7549512933565	-4530.356583373749	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	13	1.71474311583251	15	7	3	5	10	4
1019171907102320225-1	6444.7676928071	-4534.570868000933	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	10	1.63772676243696	15	3	3	2	10	4
1019171907102320245	6470.713369192254	-4537.908093074197	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	9	3	7	1.41611653762783	1	3	3	5	10	4
1019171907102330413	6817.3479245771405	-4440.424440518396	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	13	1.71474311583251	15	7	3	5	10	4
1019171907101410649	4338.895584368386	-4368.3959886650255	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	10	1.75325129253028	15	7	3	2	10	4
1019171907101630403-1	4667.167694869145	-4483.32525985355	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	13	1.57014924441893	15	7	3	5	10	2
1019171907101410616-1	4165.919997755473	-4496.070983677178	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	10	1.75325129253028	15	7	3	2	10	4
1019171907102330165	6537.844781023191	-4354.329029437762	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	9	3	7	1.41611653762783	1	3	3	5	10	4
1019171907101630569-1	4926.861486472826	-4606.70238066916	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	13	1.62319209177683	15	7	3	2	10	2
1019171907101630172-1	4496.9550809028	-4384.4449948211495	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	10	1.71474311583251	15	7	3	5	10	4
1019171907101630238-1	4541.20531326689	-4405.39699268283	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	13	1.71474311583251	15	7	3	5	10	4
1019171907101630108-1	4418.504830624421	-4385.363774331786	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	13	1.71474311583251	15	7	3	5	10	4
1019171907101630144-1	4401.390005047577	-4442.415098938665	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	10	1.75325129253028	15	7	3	2	10	4
1019171907101630476-1	4788.011163836984	-4469.741233884816	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	10	1.71474311583251	15	7	3	5	10	4
1019171907102320219-1	6414.675449084351	-4560.704582048419	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	13	1.75325129253028	15	7	3	2	10	4
1019171907101630387	4676.236206542792	-4447.431040420333	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	13	1.71474311583251	15	7	3	5	10	4
1019171907102320200-1	6410.858000954686	-4541.05294837604	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	10	1.75325129253028	15	7	3	2	10	4
1019171907101630419-1	4695.618206687805	-4484.689397758639	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	10	1.71474311583251	15	7	3	5	10	4
1019171907102320217-1	6506.416231960093	-4471.758888003855	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	9	3	7	1.41611653762783	1	3	3	5	10	4
1019171907101410703-1	4337.802335950995	-4406.266514581867	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	10	1.62319209177683	15	7	3	2	10	2
1019171907101860482	4903.279756902464	-4884.202250316011	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	8	6	12	1.50559985800327	9	6	6	5	9	2
1019171907103200251	7642.58596539363	-6157.6973651501385	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907103200213	7612.39725846347	-6158.437772833906	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907103000678	7953.294740460466	-5562.704105890835	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907103200074	7654.634246679095	-6042.866185454906	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907102970475	6919.730634967882	-6604.765575514372	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907103200194	7643.658896324993	-6116.1076938856695	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907103190052	7240.334947927529	-6431.660003726779	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907102040495-1	3960.1494440438646	-6574.386338679061	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907101880729	5972.686515676543	-4305.624526511479	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101650780	5136.611713170185	-4277.588604197525	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907201650698	5190.956314492525	-4254.768494087679	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880662-1	5918.7060314797145	-4231.022622391298	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101870052	5146.051978691892	-4265.397195463057	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880483-1	5789.416042968033	-4206.01132329737	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880520-1	5804.158902261187	-4208.509737263547	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101650666	5218.5807957179895	-4174.576568134508	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101870135-1	5202.403533451002	-4326.2822758523325	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	10	1.6617002684746	17	16	13	10	12	17
1019171907101650724	5152.051943866874	-4244.625334101768	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880505-1	5797.860958411437	-4208.885686048538	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907201870023	5125.015765806544	-4264.278011863254	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880536-1	5833.807150201267	-4171.264146845856	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880559	5852.585497196682	-4163.81371284037	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880544-1	5824.463840372608	-4206.376962816743	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880563-1	5835.295190080181	-4201.717484283468	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101650710	5176.132565033066	-4227.133320438864	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880641-1	5866.479973744721	-4259.484237814351	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880735	5881.064244175928	-4349.8108319661305	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	13	1.6617002684746	17	16	13	10	12	17
1019171907101880594	5865.703309467127	-4178.839624248908	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880610	5883.3094022876085	-4183.21505247733	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880693	5945.160957172779	-4264.566223081332	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101650745	5148.705589782484	-4254.540401137694	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101650721	5113.665900476993	-4262.768971363779	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101650725	5133.123323870958	-4252.725049286445	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101650766	5164.790259890038	-4260.790313136196	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101650730	5107.279679323666	-4272.018132817073	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101650741	5194.126128618229	-4239.237864627617	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880592	5859.068907342594	-4199.608985019689	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101650718	5107.715881808912	-4262.764519592477	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880608	5854.203191098373	-4234.446064950343	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101650727	5230.046812613769	-4223.537553321867	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101650735	5129.315188149867	-4261.9729070402245	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101650784	5166.806781074402	-4272.290650027769	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880744	5998.666457545498	-4324.131649448986	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907102090133	5832.261134624226	-4467.659717291304	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.43065120828796	10	12	12	6	11	11
1019171907201870232	5195.740440358927	-4433.92994772245	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.46915938498573	10	12	13	6	6	14
1019171907101870155-1	5137.759832539176	-4373.3161036437	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	11	1.71474311583251	17	16	13	10	11	14
1019171907102100185	5878.512742833516	-4437.852504140958	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	1	1.71474311583251	17	16	13	10	11	14
1019171907101870240	5194.956397622298	-4414.377438213693	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	5	1.71474311583251	17	16	13	10	11	14
1019171907102100190	5882.792352441546	-4434.795144875585	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	16	1.71474311583251	17	16	13	10	11	14
1019171907102100215	5884.189185181011	-4443.224161031965	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	11	1.71474311583251	17	16	13	10	11	14
1019171907101870207	5182.726015513825	-4394.7441355871815	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	4	1.71474311583251	17	16	13	10	11	14
1019171907202100155	5869.648103023234	-4458.713599398766	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.56071040904141	10	12	13	10	6	11
1019171907202100089	5879.346961979328	-4408.772635855752	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	7	1.71474311583251	17	16	13	10	11	14
1019171907102100110	5904.61033368674	-4387.678918322167	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	4	1.71474311583251	17	16	13	10	11	14
1019171907102100159	5898.252031135276	-4406.565945492787	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	3	1.71474311583251	17	16	13	10	11	14
1019171907102100145	5858.456227795903	-4437.169167230576	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	4	1.71474311583251	17	16	13	10	11	14
1019171907102090174	5865.857339668268	-4461.55483707043	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	9	2	1.63772676243696	10	12	13	10	6	14
1019171907102100174	5870.889421595118	-4440.268536273688	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	12	1.71474311583251	17	16	13	10	11	14
1019171907102100126	5874.640679801954	-4415.1928769405495	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	9	1.71474311583251	17	16	13	10	11	14
1019171907102100183	5870.866636395069	-4445.415704533893	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	3	1.71474311583251	17	16	13	10	11	14
1019171907101870110	5072.559600057854	-4349.442704343768	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	7	1.71474311583251	17	16	13	10	11	14
1019171907101870106-1	5104.327732867399	-4320.660524201996	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	1	1.71474311583251	17	16	13	10	11	14
1019171907102090254	5845.548074126612	-4515.173024622929	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.43065120828796	10	12	12	6	6	14
1019171907101870132-1	5100.5797730620825	-4357.129380697529	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	5	1.71474311583251	17	16	13	10	11	14
1019171907101860115-1	5079.849589873227	-4368.39397879122	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	16	1.71474311583251	17	16	13	10	11	14
1019171907101870118-1	5075.426621012241	-4358.471913093077	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	12	1.71474311583251	17	16	13	10	11	14
1019171907201860125	5110.691832725726	-4370.188041782019	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	3	1.71474311583251	17	16	13	10	11	14
1019171907201870135	5178.863328257399	-4373.601050456705	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	4	1.71474311583251	17	16	13	10	11	14
1019171907101820354	3518.5622026324563	-6210.613097646349	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907102040611	4111.249895576671	-6571.127992650941	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907103200131	7537.935871298588	-6178.379795749082	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907101600519-1	3275.8003867594	-5905.51366792178	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.53206068294705	8	5	17	14	15	6
1019171907102970372	6893.007554890366	-6522.567131019864	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102080623	5460.165560804097	-5254.19984036701	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	11	3	7	1.67623493913473	1	11	5	14	3	6
1019171907101870770	5704.058624149791	-4431.015508687849	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	1	1.71474311583251	17	16	13	10	11	14
1019171907101870414	5368.366886252382	-4375.499098166079	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	9	1.71474311583251	17	16	13	10	11	14
1019171907201870597	5688.133208032889	-4407.559099117682	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	17	1.71474311583251	17	16	13	10	11	14
1019171907101870709	5678.130762444994	-4406.668069367321	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	14	1.71474311583251	17	16	13	10	11	14
1019171907101870694	5700.428696590997	-4370.1436407695455	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	18	1.71474311583251	17	16	13	10	11	14
1019171907101870733	5671.498474305969	-4429.529488531728	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	4	1.71474311583251	17	16	13	10	11	14
1019171907101870280-1	5331.480470697154	-4317.189775797237	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	16	1.71474311583251	17	16	13	10	11	14
1019171907101870699	5689.138769839468	-4382.787947259901	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	16	1.71474311583251	17	16	13	10	11	14
1019171907101870726	5675.941884140567	-4419.556771153242	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	18	1.71474311583251	17	16	13	10	11	14
1019171907201870611	5680.01681344249	-4430.049658597935	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	7	1.71474311583251	17	16	13	10	11	14
1019171907101870747	5705.779404200067	-4418.820595875339	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	15	1.71474311583251	17	16	13	10	11	14
1019171907101870712	5715.318256970851	-4365.116040093968	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	16	1.71474311583251	17	16	13	10	11	14
1019171907101870756	5701.889924409158	-4431.259686859018	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	6	1.71474311583251	17	16	13	10	11	14
1019171907201870620	5643.566001787002	-4461.305090847158	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	8	1.71474311583251	17	16	13	10	11	14
1019171907101870415-1	5360.552380275076	-4391.143948502871	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	3	1.71474311583251	17	16	13	10	11	14
1019171907101870707	5697.07382004585	-4392.281521567102	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	7	1.71474311583251	17	16	13	10	11	14
1019171907101870751	5669.850590719266	-4444.623219890863	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	17	1.71474311583251	17	16	13	10	11	14
1019171907201870441-1	5414.34128408056	-4447.036457283022	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	2	1.75325129253028	17	12	13	10	11	14
1019171907101870741	5683.108155817461	-4430.240097314086	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	4	1.71474311583251	17	16	13	10	11	14
1019171907101870729	5695.143379418144	-4410.836451927048	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	10	1.71474311583251	17	16	13	10	11	14
1019171907101870754	5657.82915080309	-4454.174798200981	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	10	1.71474311583251	17	16	13	10	11	14
1019171907101870713	5706.113930731152	-4380.085324749264	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	4	1.71474311583251	17	16	13	10	11	14
1019171907101860417-1	5237.003605487943	-4561.28692836315	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870474	5251.386603204862	-4542.192732165971	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101860403-1	5236.187042377629	-4553.104575257885	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101810370	3437.6607178698405	-6231.9424440209405	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907102040232-1	3783.1905506386215	-6454.196573711961	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907102040256-1	3746.930758339005	-6520.6937144684025	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102040274	3765.830714506571	-6516.703062344812	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102960479	6785.661717274989	-6697.452070433522	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102040392	3852.433623339353	-6561.802953794991	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102960408	6730.964883956339	-6676.5515611491855	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102960411	6751.637755604938	-6663.232054485274	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102040613-1	4059.78013828331	-6614.067137318067	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102260074-1	4075.3182715726216	-6668.06877796874	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102960354	6697.42825191068	-6639.638910250328	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102040326	3837.3930490813295	-6509.148114917874	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907102260340-1	4365.941197284053	-6698.140839443931	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102040327-1	3910.769912673961	-6450.621820744304	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	15	6
1019171907102490213	4941.148767911082	-6704.0181696091895	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	14	4	14	4	6
1019171907102260455-1	4279.974796758838	-6916.033863180163	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102490350	5027.180437964291	-6778.586177919623	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	14	4	14	4	6
1019171907102260375-1	4271.813055430163	-6829.478155548287	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102040648-1	4036.665339090949	-6664.562040983532	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102960480	6791.029678195051	-6686.451210668164	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102040622-1	3984.8590826422046	-6683.567187593042	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907103000369	8034.81923674961	-5289.614219162055	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907101810656	3559.5733943152427	-6388.480426397692	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	15	6
1019171907102960591	6947.381390444561	-6682.270698511352	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907103200260	7414.793180255603	-6409.752405137129	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	15	6
1019171907102040560-1	4046.387849864022	-6569.188073482593	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102040300-1	3777.399326414805	-6539.4429441267885	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102090178	5800.245752300865	-4528.828656219356	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907201870411	5280.155919289582	-4528.994479322609	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101860609	5334.239485994981	-4647.8938714663145	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870558	5337.918435216718	-4542.492286213733	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101860347-1	5220.621124605696	-4505.786549828136	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090275	5784.286789809105	-4595.617594987366	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090164	5712.666679084253	-4584.376392787431	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090170	5818.058882781027	-4504.067643761659	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907202090234	5711.33222408888	-4638.968520806091	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870387-1	5230.73897658684	-4481.504767599214	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101860636	5361.104113731532	-4644.045443821072	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
