memory_mb	runtime_s	data	sample	n_obs	BC_number	evaluation_criterion	cluster_number	consensus_method	path
350.76	69.4333	cosmx_lung	Lung12	71304	10	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung12/consensus/BC_10/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
1476.21	163.4292	cosmx_lung	Lung12	71304	12	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung12/consensus/BC_12/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
431.52	79.7241	cosmx_lung	Lung12	71304	12	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung12/consensus/BC_12/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
814.07	250.2544	cosmx_lung	Lung12	71304	4	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung12/consensus/BC_4/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
245.2	36.1246	cosmx_lung	Lung12	71304	4	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung12/consensus/BC_4/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
859.93	127.423	cosmx_lung	Lung13	81236	6	Cross_method_ARI	7	lca	../data/cosmx_lung/Lung13/consensus/BC_6/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
262.31	52.154	cosmx_lung	Lung13	81236	6	Cross_method_ARI	7	kmode	../data/cosmx_lung/Lung13/consensus/BC_6/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
1070.32	54.4388	cosmx_lung	Lung13	81236	8	Cross_method_ARI	7	lca	../data/cosmx_lung/Lung13/consensus/BC_8/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
389.56	60.8099	cosmx_lung	Lung13	81236	8	Cross_method_ARI	7	kmode	../data/cosmx_lung/Lung13/consensus/BC_8/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
1153.42	77.861	cosmx_lung	Lung13	81236	10	Cross_method_ARI	7	lca	../data/cosmx_lung/Lung13/consensus/BC_10/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
409.32	70.3014	cosmx_lung	Lung13	81236	10	Cross_method_ARI	7	kmode	../data/cosmx_lung/Lung13/consensus/BC_10/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
1856.15	243.4498	cosmx_lung	Lung13	81236	12	Cross_method_ARI	7	lca	../data/cosmx_lung/Lung13/consensus/BC_12/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
376.36	84.7626	cosmx_lung	Lung13	81236	12	Cross_method_ARI	7	kmode	../data/cosmx_lung/Lung13/consensus/BC_12/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
606.37	135.9421	cosmx_lung	Lung13	81236	4	Cross_method_ARI	7	lca	../data/cosmx_lung/Lung13/consensus/BC_4/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
292.36	39.4107	cosmx_lung	Lung13	81236	4	Cross_method_ARI	7	kmode	../data/cosmx_lung/Lung13/consensus/BC_4/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
263.21	15.9375	STARmap_plus	spinalcord	5849	6	Cross_method_ARI	7	lca	../data/STARmap_plus/spinalcord/consensus/BC_6/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
5435.48	404.65	STARmap_plus	spinalcord	5849	6	Cross_method_ARI	7	weighted	../data/STARmap_plus/spinalcord/consensus/BC_6/Cross_method_ARI/cluster_7/benchmark_consensus_weighted.txt
168.6	4.8742	STARmap_plus	spinalcord	5849	6	Cross_method_ARI	7	kmode	../data/STARmap_plus/spinalcord/consensus/BC_6/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
310.54	6.8496	STARmap_plus	spinalcord	5849	8	Cross_method_ARI	7	lca	../data/STARmap_plus/spinalcord/consensus/BC_8/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
6023.32	620.6142	STARmap_plus	spinalcord	5849	8	Cross_method_ARI	7	weighted	../data/STARmap_plus/spinalcord/consensus/BC_8/Cross_method_ARI/cluster_7/benchmark_consensus_weighted.txt
176.29	5.8744	STARmap_plus	spinalcord	5849	8	Cross_method_ARI	7	kmode	../data/STARmap_plus/spinalcord/consensus/BC_8/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
320.46	15.2397	STARmap_plus	spinalcord	5849	10	Cross_method_ARI	7	lca	../data/STARmap_plus/spinalcord/consensus/BC_10/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
6868.39	500.0812	STARmap_plus	spinalcord	5849	10	Cross_method_ARI	7	weighted	../data/STARmap_plus/spinalcord/consensus/BC_10/Cross_method_ARI/cluster_7/benchmark_consensus_weighted.txt
175.8	6.7058	STARmap_plus	spinalcord	5849	10	Cross_method_ARI	7	kmode	../data/STARmap_plus/spinalcord/consensus/BC_10/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
293.27	14.4561	STARmap_plus	spinalcord	5849	12	Cross_method_ARI	7	lca	../data/STARmap_plus/spinalcord/consensus/BC_12/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
6863.32	504.6198	STARmap_plus	spinalcord	5849	12	Cross_method_ARI	7	weighted	../data/STARmap_plus/spinalcord/consensus/BC_12/Cross_method_ARI/cluster_7/benchmark_consensus_weighted.txt
175.58	6.8625	STARmap_plus	spinalcord	5849	12	Cross_method_ARI	7	kmode	../data/STARmap_plus/spinalcord/consensus/BC_12/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
229.1	11.9241	STARmap_plus	spinalcord	5849	4	Cross_method_ARI	7	lca	../data/STARmap_plus/spinalcord/consensus/BC_4/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
5536.58	312.5983	STARmap_plus	spinalcord	5849	4	Cross_method_ARI	7	weighted	../data/STARmap_plus/spinalcord/consensus/BC_4/Cross_method_ARI/cluster_7/benchmark_consensus_weighted.txt
168.02	4.4128	STARmap_plus	spinalcord	5849	4	Cross_method_ARI	7	kmode	../data/STARmap_plus/spinalcord/consensus/BC_4/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
241.72	20.0417	stereoseq_liver	FN4_D1_batch2	24125	6	Cross_method_ARI	9	kmode	../data/stereoseq_liver/FN4_D1_batch2/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
247.3	34.9825	stereoseq_liver	FN4_D1_batch2	24125	8	Cross_method_ARI	9	kmode	../data/stereoseq_liver/FN4_D1_batch2/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
268.81	27.4838	stereoseq_liver	FN4_D1_batch2	24125	10	Cross_method_ARI	9	kmode	../data/stereoseq_liver/FN4_D1_batch2/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
278.87	48.8418	stereoseq_liver	FN4_D1_batch2	24125	12	Cross_method_ARI	9	kmode	../data/stereoseq_liver/FN4_D1_batch2/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
375.45	59.881	stereoseq_liver	FN4_D1_batch2	24125	4	Cross_method_ARI	9	lca	../data/stereoseq_liver/FN4_D1_batch2/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
245.67	14.8277	stereoseq_liver	FN4_D1_batch2	24125	4	Cross_method_ARI	9	kmode	../data/stereoseq_liver/FN4_D1_batch2/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
644.03	108.8434	stereoseq_liver	FH4_D3_batch2	29790	6	Cross_method_ARI	9	lca	../data/stereoseq_liver/FH4_D3_batch2/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
253.65	23.1098	stereoseq_liver	FH4_D3_batch2	29790	6	Cross_method_ARI	9	kmode	../data/stereoseq_liver/FH4_D3_batch2/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
665.52	76.7399	stereoseq_liver	FH4_D3_batch2	29790	8	Cross_method_ARI	9	lca	../data/stereoseq_liver/FH4_D3_batch2/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
278.3	34.4109	stereoseq_liver	FH4_D3_batch2	29790	8	Cross_method_ARI	9	kmode	../data/stereoseq_liver/FH4_D3_batch2/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
1179.57	108.5421	stereoseq_liver	FH4_D3_batch2	29790	10	Cross_method_ARI	9	lca	../data/stereoseq_liver/FH4_D3_batch2/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
289.18	50.8263	stereoseq_liver	FH4_D3_batch2	29790	10	Cross_method_ARI	9	kmode	../data/stereoseq_liver/FH4_D3_batch2/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
1018.09	135.1162	stereoseq_liver	FH4_D3_batch2	29790	12	Cross_method_ARI	9	lca	../data/stereoseq_liver/FH4_D3_batch2/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
255.75	39.0681	stereoseq_liver	FH4_D3_batch2	29790	12	Cross_method_ARI	9	kmode	../data/stereoseq_liver/FH4_D3_batch2/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
463.43	52.9251	stereoseq_liver	FH4_D3_batch2	29790	4	Cross_method_ARI	9	lca	../data/stereoseq_liver/FH4_D3_batch2/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
241.26	28.1807	stereoseq_liver	FH4_D3_batch2	29790	4	Cross_method_ARI	9	kmode	../data/stereoseq_liver/FH4_D3_batch2/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
739.88	67.8649	stereoseq_liver	DY1_D0	37669	6	Cross_method_ARI	9	lca	../data/stereoseq_liver/DY1_D0/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
242.98	28.7522	stereoseq_liver	DY1_D0	37669	6	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DY1_D0/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
1051.79	73.4137	stereoseq_liver	DY1_D0	37669	8	Cross_method_ARI	9	lca	../data/stereoseq_liver/DY1_D0/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
287.35	35.5507	stereoseq_liver	DY1_D0	37669	8	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DY1_D0/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
778.41	66.516	stereoseq_liver	DY1_D0	37669	10	Cross_method_ARI	9	lca	../data/stereoseq_liver/DY1_D0/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
293.25	40.9513	stereoseq_liver	DY1_D0	37669	10	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DY1_D0/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
1631.91	110.2686	stereoseq_liver	DY1_D0	37669	12	Cross_method_ARI	9	lca	../data/stereoseq_liver/DY1_D0/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
255.65	48.9974	stereoseq_liver	DY1_D0	37669	12	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DY1_D0/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
504.48	92.988	stereoseq_liver	DY1_D0	37669	4	Cross_method_ARI	9	lca	../data/stereoseq_liver/DY1_D0/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
257.03	20.4904	stereoseq_liver	DY1_D0	37669	4	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DY1_D0/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
473.12	73.1873	stereoseq_liver	DX1_8H	31485	6	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX1_8H/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
255.45	24.6393	stereoseq_liver	DX1_8H	31485	6	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX1_8H/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
628.29	79.0107	stereoseq_liver	DX1_8H	31485	8	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX1_8H/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
263.75	29.1136	stereoseq_liver	DX1_8H	31485	8	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX1_8H/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
827.5	109.7936	stereoseq_liver	DX1_8H	31485	10	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX1_8H/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
233.02	34.1821	stereoseq_liver	DX1_8H	31485	10	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX1_8H/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
1127.13	76.6932	stereoseq_liver	DX1_8H	31485	12	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX1_8H/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
255.9	38.973	stereoseq_liver	DX1_8H	31485	12	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX1_8H/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
410.16	44.3904	stereoseq_liver	DX1_8H	31485	4	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX1_8H/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
257.65	18.4268	stereoseq_liver	DX1_8H	31485	4	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX1_8H/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
195.34	37.0031	stereoseq_liver	DX6_D2	14929	6	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX6_D2/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
225.21	12.5319	stereoseq_liver	DX6_D2	14929	6	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX6_D2/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
538.52	34.5661	stereoseq_liver	DX6_D2	14929	8	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX6_D2/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
243.93	17.7311	stereoseq_liver	DX6_D2	14929	8	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX6_D2/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
539.02	54.3206	stereoseq_liver	DX6_D2	14929	10	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX6_D2/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
225.77	50.9894	stereoseq_liver	DX6_D2	14929	10	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX6_D2/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
507.54	59.372	stereoseq_liver	DX6_D2	14929	12	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX6_D2/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
243.64	19.2075	stereoseq_liver	DX6_D2	14929	12	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX6_D2/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
364.14	25.443	stereoseq_liver	DX6_D2	14929	4	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX6_D2/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
226.44	16.4565	stereoseq_liver	DX6_D2	14929	4	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX6_D2/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
483.12	49.7428	stereoseq_liver	DX7_D7	27152	6	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX7_D7/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
244.92	29.7568	stereoseq_liver	DX7_D7	27152	6	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX7_D7/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
667.81	66.3177	stereoseq_liver	DX7_D7	27152	8	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX7_D7/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
239.08	25.3232	stereoseq_liver	DX7_D7	27152	8	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX7_D7/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
570.57	99.8109	stereoseq_liver	DX7_D7	27152	10	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX7_D7/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
276.98	30.1322	stereoseq_liver	DX7_D7	27152	10	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX7_D7/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
1229.79	134.582	stereoseq_liver	DX7_D7	27152	12	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX7_D7/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
300.71	34.1908	stereoseq_liver	DX7_D7	27152	12	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX7_D7/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
425.58	57.0408	stereoseq_liver	DX7_D7	27152	4	Cross_method_ARI	9	lca	../data/stereoseq_liver/DX7_D7/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
241.8	16.8315	stereoseq_liver	DX7_D7	27152	4	Cross_method_ARI	9	kmode	../data/stereoseq_liver/DX7_D7/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
