	x	y	data	sample	cluster_number	consensus_kmode	cross_method_entropy	BANKSY_config_default_label	SCAN-IT_config_default_label	SpaceFlow_config_default_label	DRSC_config_default_label	SCAN-IT_config_seqFISH_mouse_SScortex_label	stardust_config_default_label
FN4_D1_batch2_156_269	389	92	stereoseq_liver	FN4_D1_batch2	9	1	1.35447408534419	5	6	0	3	3	0
FN4_D1_batch2_190_66	423	-111	stereoseq_liver	FN4_D1_batch2	9	2	1.60733983630463	8	5	8	5	6	5
FN4_D1_batch2_193_85	426	-92	stereoseq_liver	FN4_D1_batch2	9	2	1.5611300242673	8	5	6	5	3	1
FN4_D1_batch2_216_105	449	-72	stereoseq_liver	FN4_D1_batch2	9	2	1.52262184756953	8	5	8	5	6	7
FN4_D1_batch2_150_157	383	-20	stereoseq_liver	FN4_D1_batch2	9	3	1.45330712951353	3	1	0	7	2	7
FN4_D1_batch2_156_172	389	-5	stereoseq_liver	FN4_D1_batch2	9	4	1.2693364813832	3	4	5	6	1	1
FN4_D1_batch2_135_95	368	-82	stereoseq_liver	FN4_D1_batch2	9	8	1.11277054173439	6	2	4	9	0	4
FN4_D1_batch2_222_135	455	-42	stereoseq_liver	FN4_D1_batch2	9	6	1.33910018423228	8	5	1	7	4	5
FN4_D1_batch2_185_205	418	28	stereoseq_liver	FN4_D1_batch2	9	4	1.29082266851471	9	4	5	6	0	2
FN4_D1_batch2_184_226	417	49	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_181_259	414	82	stereoseq_liver	FN4_D1_batch2	9	5	1.46957900021162	1	0	5	6	1	3
FN4_D1_batch2_166_202	399	25	stereoseq_liver	FN4_D1_batch2	9	4	1.43107082351385	3	1	2	6	1	0
FN4_D1_batch2_207_248	440	71	stereoseq_liver	FN4_D1_batch2	9	5	1.49397212147517	1	0	4	1	0	3
FN4_D1_batch2_213_268	446	91	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_215_189	448	12	stereoseq_liver	FN4_D1_batch2	9	5	1.42895720588204	6	2	3	1	0	2
FN4_D1_batch2_147_72	380	-105	stereoseq_liver	FN4_D1_batch2	9	6	1.54617573838128	4	7	1	2	4	5
FN4_D1_batch2_169_99	402	-78	stereoseq_liver	FN4_D1_batch2	9	6	1.4070973174762	7	7	1	7	2	5
FN4_D1_batch2_187_201	420	24	stereoseq_liver	FN4_D1_batch2	9	3	1.52220223234363	4	1	0	7	2	0
FN4_D1_batch2_168_115	401	-62	stereoseq_liver	FN4_D1_batch2	9	8	1.43191005396564	2	2	4	1	5	1
FN4_D1_batch2_155_238	388	61	stereoseq_liver	FN4_D1_batch2	9	5	1.49397212147517	1	0	4	1	0	3
FN4_D1_batch2_222_289	455	112	stereoseq_liver	FN4_D1_batch2	9	1	1.13199526051608	5	8	0	7	3	0
FN4_D1_batch2_127_131	360	-46	stereoseq_liver	FN4_D1_batch2	9	3	1.52220223234363	4	7	1	7	2	5
FN4_D1_batch2_229_152	462	-25	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_227_148	460	-29	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_191_194	424	17	stereoseq_liver	FN4_D1_batch2	9	7	1.55429698894673	9	1	2	3	1	0
FN4_D1_batch2_195_167	428	-10	stereoseq_liver	FN4_D1_batch2	9	8	1.42083595531659	2	2	3	1	5	2
FN4_D1_batch2_228_235	461	58	stereoseq_liver	FN4_D1_batch2	9	3	1.51578881224895	4	1	0	7	2	6
FN4_D1_batch2_169_264	402	87	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_224_111	457	-66	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_147_106	380	-71	stereoseq_liver	FN4_D1_batch2	9	6	1.43790385883442	7	7	1	2	2	5
FN4_D1_batch2_140_208	373	31	stereoseq_liver	FN4_D1_batch2	9	3	1.56071040904141	4	1	0	7	1	0
FN4_D1_batch2_193_70	426	-107	stereoseq_liver	FN4_D1_batch2	9	2	1.52220223234363	8	5	7	5	6	7
FN4_D1_batch2_225_287	458	110	stereoseq_liver	FN4_D1_batch2	9	1	1.52262184756953	5	6	0	3	4	0
FN4_D1_batch2_196_111	429	-66	stereoseq_liver	FN4_D1_batch2	9	8	1.2595671423634	2	2	4	1	5	4
FN4_D1_batch2_220_277	453	100	stereoseq_liver	FN4_D1_batch2	9	5	1.2693364813832	5	0	5	6	0	3
FN4_D1_batch2_156_187	389	10	stereoseq_liver	FN4_D1_batch2	9	3	1.4546247143256	3	1	0	7	2	6
FN4_D1_batch2_183_214	416	37	stereoseq_liver	FN4_D1_batch2	9	4	1.36858914077843	1	4	2	6	1	2
FN4_D1_batch2_231_138	464	-39	stereoseq_liver	FN4_D1_batch2	9	2	1.52220223234363	8	5	7	5	6	7
FN4_D1_batch2_172_272	405	95	stereoseq_liver	FN4_D1_batch2	9	5	1.44560549417398	1	0	5	6	0	3
FN4_D1_batch2_168_106	401	-71	stereoseq_liver	FN4_D1_batch2	9	3	1.34635283477875	7	3	1	7	2	5
FN4_D1_batch2_205_221	438	44	stereoseq_liver	FN4_D1_batch2	9	7	1.54659535360717	9	1	0	3	1	0
FN4_D1_batch2_127_157	360	-20	stereoseq_liver	FN4_D1_batch2	9	5	1.44560549417398	1	8	3	4	0	4
FN4_D1_batch2_207_90	440	-87	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_184_117	417	-60	stereoseq_liver	FN4_D1_batch2	9	6	1.31554629342053	7	3	0	7	7	7
FN4_D1_batch2_191_112	424	-65	stereoseq_liver	FN4_D1_batch2	9	8	1.43191005396564	2	2	4	1	5	1
FN4_D1_batch2_140_148	373	-29	stereoseq_liver	FN4_D1_batch2	9	8	1.25226857786537	3	6	8	5	8	1
FN4_D1_batch2_203_264	436	87	stereoseq_liver	FN4_D1_batch2	9	5	1.38486101147652	1	0	3	6	0	3
FN4_D1_batch2_179_118	412	-59	stereoseq_liver	FN4_D1_batch2	9	3	1.2479687754025	7	3	0	7	2	7
FN4_D1_batch2_163_125	396	-52	stereoseq_liver	FN4_D1_batch2	9	8	1.46915938498573	2	2	6	6	0	1
FN4_D1_batch2_166_148	399	-29	stereoseq_liver	FN4_D1_batch2	9	6	1.39256264681608	3	7	1	2	2	5
FN4_D1_batch2_240_190	473	13	stereoseq_liver	FN4_D1_batch2	9	9	1.47429841790039	5	6	8	7	6	6
FN4_D1_batch2_163_272	396	95	stereoseq_liver	FN4_D1_batch2	9	9	1.2340042870058	5	6	3	6	3	3
FN4_D1_batch2_242_228	475	51	stereoseq_liver	FN4_D1_batch2	9	9	1.35489370057009	5	6	8	5	6	8
FN4_D1_batch2_168_275	401	98	stereoseq_liver	FN4_D1_batch2	9	9	1.53074309813497	5	6	2	3	3	0
FN4_D1_batch2_152_262	385	85	stereoseq_liver	FN4_D1_batch2	9	9	1.30709453921281	5	6	5	6	3	3
FN4_D1_batch2_162_262	395	85	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_124_205	357	28	stereoseq_liver	FN4_D1_batch2	9	9	1.5080871769094	5	6	2	6	0	0
FN4_D1_batch2_202_152	435	-25	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_134_234	367	57	stereoseq_liver	FN4_D1_batch2	9	9	1.5080871769094	5	6	2	6	0	0
FN4_D1_batch2_158_109	391	-68	stereoseq_liver	FN4_D1_batch2	9	8	1.35360548532521	2	2	4	4	5	1
FN4_D1_batch2_167_78	400	-99	stereoseq_liver	FN4_D1_batch2	9	6	1.40110351260742	7	7	0	9	4	5
FN4_D1_batch2_218_250	451	73	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_156_92	389	-85	stereoseq_liver	FN4_D1_batch2	9	6	1.47728063555118	7	7	0	7	7	7
FN4_D1_batch2_158_152	391	-25	stereoseq_liver	FN4_D1_batch2	9	3	1.52262184756953	3	7	0	7	2	7
FN4_D1_batch2_216_226	449	49	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_166_68	399	-109	stereoseq_liver	FN4_D1_batch2	9	8	1.43537062597672	8	5	6	1	3	1
FN4_D1_batch2_157_91	390	-86	stereoseq_liver	FN4_D1_batch2	9	2	1.53116271336087	7	3	2	9	7	4
FN4_D1_batch2_146_219	379	42	stereoseq_liver	FN4_D1_batch2	9	4	1.52262184756953	1	0	5	6	1	0
FN4_D1_batch2_190_84	423	-93	stereoseq_liver	FN4_D1_batch2	9	8	1.47811986600297	2	5	4	4	3	4
FN4_D1_batch2_182_223	415	46	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_133_161	366	-16	stereoseq_liver	FN4_D1_batch2	9	5	1.53032348290908	3	0	3	1	0	2
FN4_D1_batch2_191_142	424	-35	stereoseq_liver	FN4_D1_batch2	9	8	1.42465740341917	2	3	6	9	5	1
FN4_D1_batch2_176_83	409	-94	stereoseq_liver	FN4_D1_batch2	9	8	1.55429698894673	2	2	6	6	3	1
FN4_D1_batch2_179_207	412	30	stereoseq_liver	FN4_D1_batch2	9	5	1.44776230943784	1	0	4	4	5	2
FN4_D1_batch2_132_124	365	-53	stereoseq_liver	FN4_D1_batch2	9	8	1.2595671423634	2	2	4	1	0	4
FN4_D1_batch2_195_272	428	95	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_148_129	381	-48	stereoseq_liver	FN4_D1_batch2	9	8	1.43191005396564	2	2	4	1	5	1
FN4_D1_batch2_234_132	467	-45	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_222_188	455	11	stereoseq_liver	FN4_D1_batch2	9	7	1.3540544701183	6	3	0	3	7	0
FN4_D1_batch2_233_264	466	87	stereoseq_liver	FN4_D1_batch2	9	5	1.41653615285372	1	6	4	4	0	3
FN4_D1_batch2_205_115	438	-62	stereoseq_liver	FN4_D1_batch2	9	2	1.11748995942315	8	3	7	7	4	7
FN4_D1_batch2_139_196	372	19	stereoseq_liver	FN4_D1_batch2	9	3	1.51578881224895	4	1	0	7	2	6
FN4_D1_batch2_218_249	451	72	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_163_242	396	65	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_145_114	378	-63	stereoseq_liver	FN4_D1_batch2	9	8	1.2595671423634	2	2	4	1	5	4
FN4_D1_batch2_231_151	464	-26	stereoseq_liver	FN4_D1_batch2	9	1	1.3540544701183	7	5	0	3	4	7
FN4_D1_batch2_224_257	457	80	stereoseq_liver	FN4_D1_batch2	9	4	1.5928051656445	9	4	2	6	7	0
FN4_D1_batch2_166_94	399	-83	stereoseq_liver	FN4_D1_batch2	9	8	1.43191005396564	2	2	4	1	5	1
FN4_D1_batch2_197_203	430	26	stereoseq_liver	FN4_D1_batch2	9	5	1.51710639706103	1	4	5	1	0	2
FN4_D1_batch2_211_264	444	87	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_212_282	445	105	stereoseq_liver	FN4_D1_batch2	9	5	1.52862948050316	1	6	4	1	0	3
FN4_D1_batch2_155_142	388	-35	stereoseq_liver	FN4_D1_batch2	9	4	1.46957900021162	3	4	3	6	1	1
FN4_D1_batch2_203_276	436	99	stereoseq_liver	FN4_D1_batch2	9	5	1.44560549417398	1	0	5	6	0	3
FN4_D1_batch2_203_291	436	114	stereoseq_liver	FN4_D1_batch2	9	9	1.48453328609765	5	6	2	6	3	0
FN4_D1_batch2_234_185	467	8	stereoseq_liver	FN4_D1_batch2	9	5	1.35877388780706	6	8	4	1	0	2
FN4_D1_batch2_149_137	382	-40	stereoseq_liver	FN4_D1_batch2	9	6	1.4070973174762	7	7	1	7	2	5
FN4_D1_batch2_165_237	398	60	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_136_187	369	10	stereoseq_liver	FN4_D1_batch2	9	5	1.52220223234363	1	0	3	1	0	2
FN4_D1_batch2_219_220	452	43	stereoseq_liver	FN4_D1_batch2	9	5	1.52220223234363	1	0	3	1	0	2
FN4_D1_batch2_128_159	361	-18	stereoseq_liver	FN4_D1_batch2	9	5	1.48369405564586	2	0	3	1	0	2
FN4_D1_batch2_147_154	380	-23	stereoseq_liver	FN4_D1_batch2	9	4	1.4922349214372	3	0	3	6	1	1
FN4_D1_batch2_218_283	451	106	stereoseq_liver	FN4_D1_batch2	9	9	1.56071040904141	5	4	2	3	7	0
FN4_D1_batch2_229_192	462	15	stereoseq_liver	FN4_D1_batch2	9	7	1.45330712951353	6	3	2	3	7	0
FN4_D1_batch2_129_230	362	53	stereoseq_liver	FN4_D1_batch2	9	1	1.24578259057144	5	8	0	3	3	0
FN4_D1_batch2_230_138	463	-39	stereoseq_liver	FN4_D1_batch2	9	2	1.52220223234363	8	5	1	5	6	7
FN4_D1_batch2_176_172	409	-5	stereoseq_liver	FN4_D1_batch2	9	5	1.55131477129594	3	4	3	1	0	2
FN4_D1_batch2_130_107	363	-70	stereoseq_liver	FN4_D1_batch2	9	6	1.54617573838128	4	7	1	2	4	5
FN4_D1_batch2_211_109	444	-68	stereoseq_liver	FN4_D1_batch2	9	2	1.49265453666309	8	5	4	4	3	4
FN4_D1_batch2_171_121	404	-56	stereoseq_liver	FN4_D1_batch2	9	6	1.43790385883442	7	7	1	2	2	5
FN4_D1_batch2_160_122	393	-55	stereoseq_liver	FN4_D1_batch2	9	7	1.3540544701183	7	3	0	7	1	7
FN4_D1_batch2_229_166	462	-11	stereoseq_liver	FN4_D1_batch2	9	8	1.4550443295515	6	2	6	1	5	2
FN4_D1_batch2_184_222	417	45	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_184_225	417	48	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_154_125	387	-52	stereoseq_liver	FN4_D1_batch2	9	8	1.46957900021162	2	2	3	1	5	1
FN4_D1_batch2_166_238	399	61	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_197_168	430	-9	stereoseq_liver	FN4_D1_batch2	9	8	1.42083595531659	2	2	3	1	5	2
FN4_D1_batch2_202_174	435	-3	stereoseq_liver	FN4_D1_batch2	9	7	1.37802797615595	7	3	0	3	1	0
FN4_D1_batch2_143_193	376	16	stereoseq_liver	FN4_D1_batch2	9	4	1.60733983630463	3	4	2	3	1	0
FN4_D1_batch2_158_188	391	11	stereoseq_liver	FN4_D1_batch2	9	7	1.59963820096508	3	1	0	3	1	0
FN4_D1_batch2_222_252	455	75	stereoseq_liver	FN4_D1_batch2	9	3	1.46915938498573	4	1	0	3	2	0
FN4_D1_batch2_218_136	451	-41	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_158_233	391	56	stereoseq_liver	FN4_D1_batch2	9	5	1.44560549417398	1	0	5	6	0	3
FN4_D1_batch2_222_126	455	-51	stereoseq_liver	FN4_D1_batch2	9	2	1.41876825163635	8	5	4	1	3	4
FN4_D1_batch2_225_122	458	-55	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_138_98	371	-79	stereoseq_liver	FN4_D1_batch2	9	8	1.2137310316004	6	2	4	1	0	4
FN4_D1_batch2_151_261	384	84	stereoseq_liver	FN4_D1_batch2	9	9	1.39211366202299	5	6	2	6	3	3
FN4_D1_batch2_230_235	463	58	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_181_79	414	-98	stereoseq_liver	FN4_D1_batch2	9	6	1.37760836093005	8	7	1	2	4	5
FN4_D1_batch2_183_203	416	26	stereoseq_liver	FN4_D1_batch2	9	5	1.51238697937227	1	0	3	6	0	2
FN4_D1_batch2_155_237	388	60	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_148_184	381	7	stereoseq_liver	FN4_D1_batch2	9	4	1.48200005323994	3	0	5	6	1	2
FN4_D1_batch2_145_70	378	-107	stereoseq_liver	FN4_D1_batch2	9	6	1.59963820096508	4	8	1	2	4	5
FN4_D1_batch2_145_92	378	-85	stereoseq_liver	FN4_D1_batch2	9	3	1.3857296114955	7	7	0	7	2	7
FN4_D1_batch2_203_150	436	-27	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_221_156	454	-21	stereoseq_liver	FN4_D1_batch2	9	9	1.5080871769094	2	3	6	6	0	2
FN4_D1_batch2_181_83	414	-94	stereoseq_liver	FN4_D1_batch2	9	6	1.43790385883442	7	3	2	3	4	1
FN4_D1_batch2_234_120	467	-57	stereoseq_liver	FN4_D1_batch2	9	2	1.60733983630463	8	5	8	5	6	5
FN4_D1_batch2_185_202	418	25	stereoseq_liver	FN4_D1_batch2	9	4	1.60733983630463	3	4	2	3	1	0
FN4_D1_batch2_133_185	366	8	stereoseq_liver	FN4_D1_batch2	9	5	1.36816952555253	1	0	5	1	1	2
FN4_D1_batch2_168_203	401	26	stereoseq_liver	FN4_D1_batch2	9	3	1.51578881224895	4	1	0	7	2	6
FN4_D1_batch2_158_200	391	23	stereoseq_liver	FN4_D1_batch2	9	3	1.48411367087175	3	1	0	7	2	0
FN4_D1_batch2_216_279	449	102	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_177_83	410	-94	stereoseq_liver	FN4_D1_batch2	9	8	1.58468391507905	2	3	6	6	0	1
FN4_D1_batch2_129_147	362	-30	stereoseq_liver	FN4_D1_batch2	9	6	1.56071040904141	4	7	1	2	2	5
FN4_D1_batch2_132_112	365	-65	stereoseq_liver	FN4_D1_batch2	9	7	1.52262184756953	6	3	0	3	2	7
FN4_D1_batch2_233_209	466	32	stereoseq_liver	FN4_D1_batch2	9	1	1.4764120355322	6	7	0	3	4	0
FN4_D1_batch2_216_110	449	-67	stereoseq_liver	FN4_D1_batch2	9	2	1.52220223234363	8	5	1	5	6	7
FN4_D1_batch2_193_223	426	46	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_144_92	377	-85	stereoseq_liver	FN4_D1_batch2	9	3	1.3857296114955	7	7	0	7	2	7
FN4_D1_batch2_136_159	369	-18	stereoseq_liver	FN4_D1_batch2	9	5	1.36349330549582	3	0	3	1	1	1
FN4_D1_batch2_169_105	402	-72	stereoseq_liver	FN4_D1_batch2	9	3	1.34635283477875	7	3	1	7	2	5
FN4_D1_batch2_135_224	368	47	stereoseq_liver	FN4_D1_batch2	9	5	1.38486101147652	1	0	3	6	0	3
FN4_D1_batch2_146_234	379	57	stereoseq_liver	FN4_D1_batch2	9	3	1.51578881224895	4	1	0	7	2	6
FN4_D1_batch2_183_237	416	60	stereoseq_liver	FN4_D1_batch2	9	5	1.33008096408065	1	0	3	4	0	3
FN4_D1_batch2_178_200	411	23	stereoseq_liver	FN4_D1_batch2	9	4	1.34677245000464	3	4	5	6	1	2
FN4_D1_batch2_195_77	428	-100	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_140_151	373	-26	stereoseq_liver	FN4_D1_batch2	9	4	1.35447408534419	3	8	5	6	1	1
FN4_D1_batch2_228_254	461	77	stereoseq_liver	FN4_D1_batch2	9	5	1.44644472462576	1	0	4	4	0	4
FN4_D1_batch2_141_199	374	22	stereoseq_liver	FN4_D1_batch2	9	4	1.39298226204197	3	4	2	6	1	2
FN4_D1_batch2_195_244	428	67	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_128_184	361	7	stereoseq_liver	FN4_D1_batch2	9	7	1.46999861543752	9	8	0	3	1	0
FN4_D1_batch2_174_225	407	48	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_176_138	409	-39	stereoseq_liver	FN4_D1_batch2	9	8	1.43191005396564	2	2	4	1	5	1
FN4_D1_batch2_177_87	410	-90	stereoseq_liver	FN4_D1_batch2	9	8	1.50766756168351	2	3	6	3	7	1
FN4_D1_batch2_136_209	369	32	stereoseq_liver	FN4_D1_batch2	9	3	1.51710639706103	4	1	1	8	2	6
FN4_D1_batch2_186_205	419	28	stereoseq_liver	FN4_D1_batch2	9	4	1.48453328609765	9	4	2	6	1	2
FN4_D1_batch2_186_181	419	4	stereoseq_liver	FN4_D1_batch2	9	4	1.60733983630463	3	4	2	3	1	0
FN4_D1_batch2_124_124	357	-53	stereoseq_liver	FN4_D1_batch2	9	1	1.49355250624927	6	8	6	3	3	1
FN4_D1_batch2_232_247	465	70	stereoseq_liver	FN4_D1_batch2	9	1	1.39214303159018	5	1	0	3	7	0
FN4_D1_batch2_177_191	410	14	stereoseq_liver	FN4_D1_batch2	9	3	1.4546247143256	3	1	0	7	2	6
FN4_D1_batch2_148_234	381	57	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_157_170	390	-7	stereoseq_liver	FN4_D1_batch2	9	4	1.25480181072307	3	1	2	6	1	1
FN4_D1_batch2_241_200	474	23	stereoseq_liver	FN4_D1_batch2	9	9	1.35489370057009	5	6	8	5	6	8
FN4_D1_batch2_209_134	442	-43	stereoseq_liver	FN4_D1_batch2	9	8	1.44009004366548	2	2	6	1	3	1
FN4_D1_batch2_150_240	383	63	stereoseq_liver	FN4_D1_batch2	9	5	1.49397212147517	1	0	4	1	0	3
FN4_D1_batch2_163_102	396	-75	stereoseq_liver	FN4_D1_batch2	9	7	1.3540544701183	7	3	0	3	7	7
FN4_D1_batch2_159_198	392	21	stereoseq_liver	FN4_D1_batch2	9	7	1.59963820096508	3	1	0	3	1	0
FN4_D1_batch2_227_154	460	-23	stereoseq_liver	FN4_D1_batch2	9	9	1.32120959464704	7	3	2	6	4	0
FN4_D1_batch2_179_70	412	-107	stereoseq_liver	FN4_D1_batch2	9	2	1.41876825163635	8	5	4	1	3	4
FN4_D1_batch2_141_180	374	3	stereoseq_liver	FN4_D1_batch2	9	5	1.52220223234363	1	0	3	1	0	2
FN4_D1_batch2_160_139	393	-38	stereoseq_liver	FN4_D1_batch2	9	8	1.46915938498573	2	3	5	6	0	1
FN4_D1_batch2_124_213	357	36	stereoseq_liver	FN4_D1_batch2	9	9	1.60733983630463	5	6	2	3	4	0
FN4_D1_batch2_198_225	431	48	stereoseq_liver	FN4_D1_batch2	9	7	1.54659535360717	9	1	0	3	1	0
FN4_D1_batch2_161_216	394	39	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_170_199	403	22	stereoseq_liver	FN4_D1_batch2	9	3	1.49313289102338	3	1	1	2	2	6
FN4_D1_batch2_189_165	422	-12	stereoseq_liver	FN4_D1_batch2	9	4	1.4546247143256	2	3	6	6	1	1
FN4_D1_batch2_171_174	404	-3	stereoseq_liver	FN4_D1_batch2	9	4	1.39256264681608	3	4	2	3	1	1
FN4_D1_batch2_211_136	444	-41	stereoseq_liver	FN4_D1_batch2	9	1	1.33008096408065	7	3	0	3	4	7
FN4_D1_batch2_224_164	457	-13	stereoseq_liver	FN4_D1_batch2	9	8	1.47859822036325	2	2	6	1	0	2
FN4_D1_batch2_133_111	366	-66	stereoseq_liver	FN4_D1_batch2	9	3	1.52220223234363	4	7	1	7	2	5
FN4_D1_batch2_130_94	363	-83	stereoseq_liver	FN4_D1_batch2	9	6	1.47387880267449	6	8	1	7	4	5
FN4_D1_batch2_129_207	362	30	stereoseq_liver	FN4_D1_batch2	9	4	1.45939004596594	9	0	2	6	0	0
FN4_D1_batch2_189_145	422	-32	stereoseq_liver	FN4_D1_batch2	9	8	1.43191005396564	2	2	4	1	5	1
FN4_D1_batch2_124_136	357	-41	stereoseq_liver	FN4_D1_batch2	9	6	1.4546247143256	4	7	1	7	4	5
FN4_D1_batch2_212_249	445	72	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_220_280	453	103	stereoseq_liver	FN4_D1_batch2	9	5	1.44560549417398	1	0	5	6	0	3
FN4_D1_batch2_167_75	400	-102	stereoseq_liver	FN4_D1_batch2	9	8	1.34344590064672	2	5	2	3	3	1
FN4_D1_batch2_153_205	386	28	stereoseq_liver	FN4_D1_batch2	9	4	1.39298226204197	3	4	2	6	1	2
FN4_D1_batch2_141_228	374	51	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_203_120	436	-57	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_225_227	458	50	stereoseq_liver	FN4_D1_batch2	9	5	1.49397212147517	1	0	4	1	0	3
FN4_D1_batch2_214_108	447	-69	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_188_108	421	-69	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_188_205	421	28	stereoseq_liver	FN4_D1_batch2	9	3	1.52220223234363	4	1	0	7	2	0
FN4_D1_batch2_182_216	415	39	stereoseq_liver	FN4_D1_batch2	9	7	1.46915938498573	4	1	0	3	1	0
FN4_D1_batch2_138_142	371	-35	stereoseq_liver	FN4_D1_batch2	9	8	1.2137310316004	6	2	4	1	0	4
FN4_D1_batch2_214_141	447	-36	stereoseq_liver	FN4_D1_batch2	9	9	1.63131334234228	2	3	6	6	3	1
FN4_D1_batch2_164_149	397	-28	stereoseq_liver	FN4_D1_batch2	9	6	1.39256264681608	3	7	1	2	2	5
FN4_D1_batch2_137_187	370	10	stereoseq_liver	FN4_D1_batch2	9	5	1.52220223234363	1	0	3	1	0	2
FN4_D1_batch2_182_116	415	-61	stereoseq_liver	FN4_D1_batch2	9	6	1.39256264681608	7	7	1	7	4	5
FN4_D1_batch2_229_119	462	-58	stereoseq_liver	FN4_D1_batch2	9	2	1.60733983630463	8	5	8	5	6	5
FN4_D1_batch2_138_247	371	70	stereoseq_liver	FN4_D1_batch2	9	9	1.53074309813497	5	6	2	3	3	0
FN4_D1_batch2_145_129	378	-48	stereoseq_liver	FN4_D1_batch2	9	8	1.52220223234363	2	2	3	6	0	1
FN4_D1_batch2_193_105	426	-72	stereoseq_liver	FN4_D1_batch2	9	6	1.10730100517747	7	3	0	7	4	7
FN4_D1_batch2_214_225	447	48	stereoseq_liver	FN4_D1_batch2	9	4	1.60733983630463	9	4	2	6	1	0
FN4_D1_batch2_190_258	423	81	stereoseq_liver	FN4_D1_batch2	9	5	1.46957900021162	1	0	5	6	1	3
FN4_D1_batch2_180_118	413	-59	stereoseq_liver	FN4_D1_batch2	9	6	1.31554629342053	7	3	0	7	7	7
FN4_D1_batch2_153_132	386	-45	stereoseq_liver	FN4_D1_batch2	9	8	1.43191005396564	2	2	4	1	5	1
